municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,CONSULTORIO ISOLADO,ISOLATED OFFICE,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),UNIDADE MOVEL TERRESTRE,GROUND MOBILE UNIT,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE
280160,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
280170,4,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280190,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280200,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280210,3,12,2,1,-,-,-,-,9,-,9,6,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280220,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280230,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280240,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280250,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280260,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280270,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280280,5,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280290,10,18,5,2,-,-,-,-,14,-,8,10,-,-,-,1,-,-,2,-,-,1,-,2,-,-,-
280300,-,9,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280310,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280320,16,6,1,-,-,-,-,-,1,-,1,2,1,-,-,1,-,1,-,-,-,1,-,1,-,-,-
280330,14,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280340,-,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280350,8,26,4,2,1,-,-,-,12,-,13,10,1,-,1,-,-,-,-,-,-,1,-,2,-,-,-
280360,3,9,-,1,-,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280370,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280380,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280390,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280400,3,6,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280410,4,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280420,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280430,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
280440,2,6,-,1,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280445,2,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280450,-,7,-,1,-,-,-,-,-,-,5,5,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
280460,3,6,-,1,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280470,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280480,-,34,20,1,-,-,1,-,3,-,1,11,-,1,-,1,-,-,-,-,-,1,-,4,-,-,-
280490,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280500,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280510,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280520,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280530,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280540,-,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280550,1,5,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280560,5,4,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280570,2,7,1,1,-,-,-,-,5,-,5,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280580,5,6,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280590,3,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
280600,4,3,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280610,2,1,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280620,7,7,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280630,-,7,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280640,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280650,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280660,4,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280670,1,15,-,1,-,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-
280680,5,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280690,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280700,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280710,20,4,1,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280720,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280730,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280740,4,10,-,1,-,-,-,-,1,-,1,7,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
280750,-,3,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
280760,4,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290010,1,4,-,1,-,-,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290020,4,5,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290030,-,6,1,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-
290035,2,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290040,-,7,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290050,2,6,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290060,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290070,1,27,16,2,3,-,-,-,65,-,24,21,1,1,1,2,-,-,3,3,-,1,-,1,-,-,-
290080,1,9,-,1,-,-,-,-,3,-,2,2,1,-,-,1,-,-,-,1,-,1,-,-,-,-,-
290090,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290100,1,10,1,1,-,-,-,-,5,-,6,3,-,-,-,1,-,-,-,2,-,1,-,1,-,-,-
290110,-,9,-,-,-,1,-,-,3,-,-,1,-,-,-,2,-,-,-,-,-,1,-,1,-,-,-
290115,6,4,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290120,-,7,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290130,-,6,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290135,-,7,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290140,-,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290150,5,2,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290160,3,2,-,2,-,-,-,-,1,-,-,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290170,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290180,-,4,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290190,-,7,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290195,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290200,2,5,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290205,-,3,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
290210,6,9,-,2,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290220,-,4,-,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290225,-,6,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-
290230,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290240,-,6,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290250,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290260,4,2,1,1,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290265,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290270,14,2,-,2,-,-,-,-,4,-,1,1,-,-,-,2,-,-,-,-,1,-,-,1,-,-,-
290280,-,8,2,1,-,-,-,-,4,-,2,3,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
290290,-,11,1,1,-,-,-,-,3,-,2,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
290300,9,4,-,-,-,1,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290310,2,3,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290320,4,19,1,5,6,-,1,-,65,-,60,14,1,1,1,2,-,-,-,2,-,1,-,1,-,-,-
290323,5,5,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290327,9,1,-,1,-,-,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290330,3,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290340,1,8,-,2,-,-,1,-,3,-,-,2,-,-,-,1,-,-,-,-,-,1,-,1,1,-,-
290350,1,7,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290360,5,6,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290370,-,6,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-
290380,5,8,-,-,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
290390,11,1,2,2,-,-,-,-,10,-,13,5,-,1,-,2,-,-,-,-,-,1,-,1,-,-,-
290395,-,4,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
290400,8,4,-,1,-,-,-,-,3,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-
290405,-,6,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290410,18,6,-,1,-,-,-,-,6,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-
290420,5,6,-,1,-,-,-,-,2,-,2,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-
290430,-,5,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290440,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290450,3,4,-,1,-,-,1,-,1,-,-,1,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290460,8,12,6,3,-,-,-,-,24,-,18,8,-,1,-,2,-,-,-,1,-,2,-,1,1,-,-
290470,-,7,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290475,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290480,1,5,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290485,4,7,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290490,-,15,4,1,-,-,-,-,10,-,3,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290500,1,8,1,1,-,-,-,-,2,-,4,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
290510,3,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290515,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290520,5,6,1,1,-,-,-,-,19,-,5,4,1,-,-,1,-,-,-,-,-,-,-,1,-,-,1
290530,-,4,-,1,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290540,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290550,4,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290560,-,11,1,3,-,-,-,-,4,-,2,3,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
290570,-,38,7,3,1,5,-,-,40,-,47,10,-,1,-,-,-,-,-,-,-,1,-,1,-,-,5
290580,-,9,3,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290590,-,7,-,2,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
290600,10,2,1,1,-,-,-,-,5,-,7,7,1,-,2,-,-,-,-,-,-,1,-,1,-,-,-
290610,5,2,-,1,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290620,1,6,-,-,-,1,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290630,-,13,1,1,-,1,-,-,7,-,5,2,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
290640,5,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290650,-,19,9,2,-,-,-,1,27,-,8,2,-,1,-,1,-,-,1,-,-,-,-,1,-,-,-
290660,-,3,-,1,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290670,4,6,-,1,-,-,-,-,1,-,1,2,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-
290680,10,1,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-
290682,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290685,-,5,2,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
290687,2,7,2,1,-,-,-,-,3,-,3,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290689,-,5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290690,-,11,1,1,-,-,-,-,3,-,1,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-
290700,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290710,2,8,-,1,-,-,-,-,5,-,2,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290720,10,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-
290730,2,9,1,2,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290740,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290750,-,15,2,3,-,-,-,-,15,-,9,5,1,1,-,1,-,-,-,1,-,-,-,1,-,-,-
290755,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290760,11,4,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290770,1,5,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
290780,5,3,-,2,-,-,-,-,5,-,-,3,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-
290790,-,6,-,1,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
290800,1,6,-,1,-,-,-,-,4,-,2,2,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290810,-,5,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
290820,2,6,-,2,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290830,6,7,1,1,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
290840,11,4,1,6,-,-,-,-,7,-,10,5,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290850,1,7,2,2,-,-,-,-,6,-,3,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290860,3,9,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290870,1,6,-,1,-,-,-,-,5,-,2,1,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-
290880,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290890,-,7,-,1,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290900,-,3,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
290910,7,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-
290920,12,3,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290930,1,7,-,1,-,-,-,-,3,-,3,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
290940,1,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290950,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
290960,6,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
290970,-,6,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
290980,8,11,5,2,-,-,-,-,16,-,12,6,1,-,-,-,-,-,4,1,-,2,-,1,-,-,-
290990,3,7,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-
291000,4,2,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
291005,6,6,1,2,-,-,-,-,8,-,7,-,-,-,1,1,1,-,-,1,-,1,-,1,-,-,-
291010,2,5,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
291020,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
291030,4,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291040,1,9,-,1,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
291050,11,-,4,1,-,1,-,-,4,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
291060,3,10,1,1,-,-,-,-,5,-,3,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291070,7,6,-,2,-,-,-,-,6,-,3,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
291072,-,24,6,4,1,-,-,-,62,-,25,17,-,1,1,2,-,-,1,-,-,1,-,3,-,-,-
291075,-,6,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
291077,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291080,4,105,8,6,17,-,2,1,83,-,210,55,2,1,2,1,4,-,-,1,-,2,-,5,-,-,-
291085,6,6,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
291090,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291100,1,3,-,1,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291110,-,5,1,-,-,1,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-
291120,1,7,1,1,-,-,-,-,12,-,7,5,-,-,1,1,-,-,-,1,-,2,-,-,-,-,-
291125,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291130,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291140,10,7,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-
291150,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
291160,3,5,1,-,-,-,-,-,2,-,3,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-
291165,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291170,2,17,1,6,-,-,-,-,46,-,34,13,1,-,-,1,-,-,-,1,-,1,-,1,-,-,-
291180,3,7,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-
291185,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291190,2,11,2,1,-,-,-,-,1,-,2,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
291200,2,4,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291210,-,11,-,1,-,-,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291220,-,7,-,-,-,-,1,-,3,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291230,-,6,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291240,8,6,-,1,-,-,-,-,2,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291250,-,5,-,-,-,1,-,-,-,-,2,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
291260,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291270,-,8,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291280,6,-,-,-,-,1,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291290,1,3,-,2,-,-,-,-,1,-,-,3,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-
291300,2,8,-,1,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-
291310,8,4,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291320,2,8,1,2,-,-,-,-,3,-,5,1,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-
291330,1,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291340,-,6,-,1,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,1,-,1,-,-,-
291345,-,6,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
291350,-,12,1,2,-,-,-,-,6,-,-,1,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-
291360,20,37,14,5,1,1,1,-,73,-,33,22,3,-,2,3,-,-,2,2,-,1,-,2,-,2,-
291370,5,10,2,1,-,-,1,-,2,-,3,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
291380,-,4,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291390,-,11,4,3,-,-,-,-,31,-,7,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291400,12,2,-,1,1,-,-,-,16,-,6,2,1,-,1,-,-,-,-,-,-,1,-,1,-,-,-
291410,-,2,-,1,-,-,-,-,2,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
291420,1,3,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291430,1,5,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291440,1,7,-,1,-,-,-,-,1,-,2,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
291450,8,2,1,1,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
291460,7,17,8,5,1,-,1,-,22,-,11,14,2,-,1,2,-,-,-,3,-,-,1,1,-,-,-
291465,-,10,2,1,-,-,-,-,1,-,4,3,-,-,-,1,-,-,-,1,-,1,-,1,-,-,-
